SITE ID II,SITEID,SITENAME,LONG,LAT,AREA,Sales Area,PRB 1,PRB 2,PRB 3,MAX PRB,EUT 1,EUT 2,EUT 3,MIN EUT
03PWK007MACRO,03PWK007,DARANGDAN,107.416901,-6.6547,WEST JAVA,PURWAKARTA,  98.77 ,  69.50 ,  96.55 ,  98.77 ,  1.87 ,  9.28 ,  2.85 ,  1.87 
03KNG009MACRO,03KNG009,DARMA_TB,108.406998,-6.99973,WEST JAVA,CIREBON,  98.49 ,  98.55 ,  97.67 ,  98.55 ,  2.94 ,  1.90 ,  3.39 ,  1.90 
03SMD013MACRO,03SMD013,DARMARAJA,108.076569,-6.91749,WEST JAVA,KAB. BANDUNG,  96.23 ,  98.65 ,  84.49 ,  98.65 ,  2.17 ,  1.10 ,  4.88 ,  1.10 
03CJR402MACRO,03CJR402,DARUNGDUNG_CJR_ST,107.233917,-6.71601,WEST JAVA,CIANJUR,  90.66 ,  84.83 ,  65.89 ,  90.66 ,  4.41 ,  6.26 ,  10.72 ,  4.41 
03CJR395MACRO,03CJR395,DARUSSALAM_CJR_CM,107.054367,-6.869069,WEST JAVA,CIANJUR,  97.58 ,  97.27 ,  50.24 ,  97.58 ,  1.43 ,  1.96 ,  22.32 ,  1.43 
03KNG117MACRO,03KNG117,DATAR_KNG_TB,108.665627,-6.99128,WEST JAVA,CIREBON,  60.76 ,  85.46 ,  5.00 ,  85.46 ,  17.99 ,  5.15 ,  35.33 ,  5.15 
03MJL086MACRO,03MJL086,DAWUAN_TB,108.226997,-6.8215,WEST JAVA,CIREBON,  38.91 ,  65.22 ,  79.13 ,  79.13 ,  39.06 ,  15.07 ,  7.70 ,  7.70 
03SRN557MACRO,03SRN557,DAYEUHKOLOT_SRN_GH,107.618248,-6.98163,WEST JAVA,KAB. BANDUNG,  97.03 ,  97.70 ,  99.55 ,  99.55 ,  3.22 ,  2.36 ,  1.25 ,  1.25 
03CJR220MACRO,03CJR220,DESA_CAMPAKA_WARNA_GH,107.156326,-7.05531,WEST JAVA,CIANJUR,  94.44 ,  95.36 ,  82.26 ,  95.36 ,  2.31 ,  1.82 ,  7.29 ,  1.82 
03TSM045MACRO,03TSM045,DEUDEUL,108.028,-7.43536,WEST JAVA,TASIKMALAYA,  95.37 ,  99.54 ,  96.20 ,  99.54 ,  0.84 ,  1.11 ,  2.85 ,  0.84 
03PWK038MACRO,03PWK038,DJAJAN_PWK_TB,107.44194,-6.53064,WEST JAVA,PURWAKARTA,  43.05 ,  89.36 ,  73.30 ,  89.36 ,  30.71 ,  5.31 ,  12.12 ,  5.31 
03BDG275MACRO,03BDG275,DJOGJABUAHBATU,107.626648,-6.94072,WEST JAVA,BANDUNG INNER,  36.78 ,  52.73 ,  49.56 ,  52.73 ,  24.11 ,  17.22 ,  13.24 ,  13.24 
03CJR376MACRO,03CJR376,DNRSHOP_CJR_CM,107.056862,-6.759139,WEST JAVA,CIANJUR,  33.65 ,  33.64 ,  67.14 ,  67.14 ,  30.82 ,  34.33 ,  13.30 ,  13.30 
03IND104MACRO,03IND104,DRUNTEN_TB,108.046997,-6.39696,WEST JAVA,CIREBON,  59.01 ,  87.68 ,  80.61 ,  87.68 ,  16.79 ,  5.85 ,  8.96 ,  5.85 
03KNG081MACRO,03KNG081,DUKUH_BADAG_PL,108.759598,-7.02858,WEST JAVA,CIREBON,  30.58 ,  48.04 ,  90.64 ,  90.64 ,  36.59 ,  18.39 ,  6.73 ,  6.73 
03IND075MACRO,03IND075,DUKUHJATI,108.469002,-6.527817,WEST JAVA,CIREBON,  75.23 ,  61.22 ,  73.54 ,  75.23 ,  13.43 ,  17.20 ,  11.71 ,  11.71 
03MJL011MACRO,03MJL011,EJE_DAWUAN_TB,108.206398,-6.754008,WEST JAVA,CIREBON,  99.42 ,  97.97 ,  86.34 ,  99.42 ,  0.88 ,  2.90 ,  5.00 ,  0.88 
03CRN052MACRO,03CRN052,EVOART_CRN_PL,108.421364,-6.752472,WEST JAVA,CIREBON,  79.54 ,  70.88 ,  91.28 ,  91.28 ,  7.57 ,  4.97 ,  4.83 ,  4.83 
03BDG686MACRO,03BDG686,FIP_UPI_BDG_CM,107.589699,-6.86086,WEST JAVA,BANDUNG INNER,  33.97 ,  37.69 ,  51.81 ,  51.81 ,  28.24 ,  27.84 ,  12.49 ,  12.49 
03CMI081MACRO,03CMI081,ALZIO_CMI_CM,107.527931,-6.884089,WEST JAVA,BANDUNG INNER,  90.01 ,  92.17 ,  96.57 ,  96.57 ,  3.95 ,  5.61 ,  4.17 ,  3.95 
03BDG066MACRO,03BDG066,FMB,107.638313,-6.918093,WEST JAVA,BANDUNG INNER,  43.63 ,  97.53 ,  49.84 ,  97.53 ,  22.90 ,  2.71 ,  28.77 ,  2.71 
03GRT153MACRO,03GRT153,FOKI_GRT_PL,107.846733,-7.21177,WEST JAVA,TASIKMALAYA,  80.96 ,  87.19 ,  79.67 ,  87.19 ,  6.01 ,  4.31 ,  6.94 ,  4.31 
03IND016MACRO,03IND016,GABUS_WETAN2,108.080002,-6.4224,WEST JAVA,CIREBON,  75.43 ,  96.50 ,  95.61 ,  96.50 ,  8.77 ,  2.58 ,  3.60 ,  2.58 
03IND018MACRO,03IND018,GABUSWETAN_TB,108.074997,-6.4615,WEST JAVA,CIREBON,  96.36 ,  74.54 ,  92.49 ,  96.36 ,  2.77 ,  9.13 ,  4.97 ,  2.77 
03CMI006MACRO,03CMI006,GADOBANGKONG,107.525688,-6.866435,WEST JAVA,BANDUNG INNER,  73.76 ,  95.38 ,  68.48 ,  95.38 ,  7.99 ,  2.59 ,  10.45 ,  2.59 
03SRN535MACRO,03SRN535,GAJAHMEKAR_SRN_PL,107.534073,-6.97739,WEST JAVA,KAB. BANDUNG,  61.31 ,  77.07 ,  74.25 ,  77.07 ,  13.59 ,  8.52 ,  11.32 ,  8.52 
03SMD161MACRO,03SMD161,GALUH_PAKUAN_SMD_PL,107.841377,-6.96182,WEST JAVA,KAB. BANDUNG,  83.43 ,  51.78 ,  97.79 ,  97.79 ,  5.09 ,  20.85 ,  2.11 ,  2.11 
03SRN744MACRO,03SRN744,GALUNG_SRN_IB,107.74881,-6.93646,WEST JAVA,KAB. BANDUNG,  38.20 ,  82.50 ,  16.64 ,  82.50 ,  29.26 ,  6.06 ,  19.32 ,  6.06 
03SRN095MACRO,03SRN095,GAMBUNG,107.511002,-7.129,WEST JAVA,KAB. BANDUNG,  65.10 ,  88.14 ,  96.35 ,  96.35 ,  5.77 ,  6.48 ,  0.88 ,  0.88 
03SRN603MACRO,03SRN603,GAMBUNG_SRN_GT,107.485809,-7.09846,WEST JAVA,KAB. BANDUNG,  97.60 ,  90.64 ,  76.46 ,  97.60 ,  2.70 ,  6.29 ,  10.55 ,  2.70 
03SUB047MACRO,03SUB047,GANDASARI_TB,107.751503,-6.366833,WEST JAVA,PURWAKARTA,  91.24 ,  89.20 ,  84.38 ,  91.24 ,  4.76 ,  5.31 ,  6.92 ,  4.76 
03SMD017MACRO,03SMD017,GANEAS,107.977997,-6.8464,WEST JAVA,KAB. BANDUNG,  51.06 ,  99.21 ,  87.98 ,  99.21 ,  20.62 ,  1.41 ,  6.23 ,  1.41 
03TSK049MACRO,03TSK049,GAPURA_BOLONYOT_PL,108.532669,-7.35714,WEST JAVA,TASIKMALAYA,  27.55 ,  33.81 ,  60.47 ,  60.47 ,  47.89 ,  18.33 ,  14.34 ,  14.34 
03KNG056MACRO,03KNG056,GARAJATI_TB,108.639,-7.04134,WEST JAVA,CIREBON,  80.84 ,  92.16 ,  76.25 ,  92.16 ,  7.37 ,  4.58 ,  7.78 ,  4.58 
03KNG010MACRO,03KNG010,GARAWANGI,108.536003,-6.99626,WEST JAVA,CIREBON,  94.78 ,  96.31 ,  59.95 ,  96.31 ,  4.90 ,  4.48 ,  18.56 ,  4.48 
03BDG086MACRO,03BDG086,GARDUJATI,107.597748,-6.91826,WEST JAVA,BANDUNG INNER,  78.17 ,  61.93 ,  96.72 ,  96.72 ,  7.31 ,  13.02 ,  2.84 ,  2.84 
03TSK040MACRO,03TSK040,GARUDA_TSK,108.235001,-7.3349,WEST JAVA,TASIKMALAYA,  92.78 ,  63.94 ,  36.64 ,  92.78 ,  2.32 ,  10.24 ,  25.85 ,  2.32 
03BDG044MACRO,03BDG044,GATSU,107.626129,-6.926467,WEST JAVA,BANDUNG INNER,  70.04 ,  73.81 ,  90.28 ,  90.28 ,  7.23 ,  7.77 ,  3.48 ,  3.48 
03BDG012MACRO,03BDG012,GEDEBAGE,107.671051,-6.959798,WEST JAVA,BANDUNG INNER,  68.03 ,  98.47 ,  98.91 ,  98.91 ,  9.33 ,  2.02 ,  2.84 ,  2.02 
03TSK024MACRO,03TSK024,GEGER_NOONG_XL,108.236,-7.395,WEST JAVA,TASIKMALAYA,  63.73 ,  92.49 ,  76.46 ,  92.49 ,  17.06 ,  3.06 ,  10.44 ,  3.06 
03CJR270MACRO,03CJR270,GEKBRONG_CJR_ST,107.030693,-6.86667,WEST JAVA,CIANJUR,  92.16 ,  64.62 ,  38.74 ,  92.16 ,  3.90 ,  17.20 ,  35.77 ,  3.90 
03BDG669MACRO,03BDG669,GEMPOL_BDG_PL,107.705032,-6.93037,WEST JAVA,BANDUNG INNER,  64.32 ,  17.73 ,  45.70 ,  64.32 ,  15.62 ,  35.39 ,  25.99 ,  15.62 
03CRN053MACRO,03CRN053,GEMPOL_CRB,108.413536,-6.704918,WEST JAVA,CIREBON,  99.61 ,  98.54 ,  91.77 ,  99.61 ,  2.01 ,  2.61 ,  4.95 ,  2.01 
03SUB053MACRO,03SUB053,GENTENG_KALENCABANG,107.896561,-6.25847,WEST JAVA,PURWAKARTA,  68.67 ,  23.25 ,  33.30 ,  68.67 ,  6.65 ,  42.10 ,  23.78 ,  6.65 
03TSM038MACRO,03TSM038,GENTONG,108.109001,-7.11197,WEST JAVA,TASIKMALAYA,  31.39 ,  92.90 ,  92.87 ,  92.90 ,  33.90 ,  2.79 ,  4.78 ,  2.79 
03CRN072MACRO,03CRN072,GETASAN_TB,108.463539,-6.7402,WEST JAVA,CIREBON,  67.89 ,  97.26 ,  97.63 ,  97.63 ,  12.59 ,  2.85 ,  2.39 ,  2.39 
03CRN054MACRO,03CRN054,GETRAKMOYAN_TB,108.691643,-6.83181,WEST JAVA,CIREBON,  65.65 ,  97.43 ,  76.26 ,  97.43 ,  11.00 ,  2.49 ,  9.02 ,  2.49 
03CJR354MACRO,03CJR354,GG_ASUWANDA_CJR_ST,107.048897,-6.74101,WEST JAVA,CIANJUR,  93.46 ,  87.19 ,  49.70 ,  93.46 ,  3.98 ,  5.11 ,  27.10 ,  3.98 
03SRN686MACRO,03SRN686,GG_BUAH_SRN_IB,107.656616,-6.88735,WEST JAVA,KAB. BANDUNG,  64.86 ,  87.21 ,  88.63 ,  88.63 ,  15.95 ,  5.54 ,  5.52 ,  5.52 
03SRN669MACRO,03SRN669,GG_CSSOUND_SRN_TB,107.503777,-6.85869,WEST JAVA,PURWAKARTA,  75.96 ,  97.13 ,  98.50 ,  98.50 ,  10.79 ,  2.07 ,  2.34 ,  2.07 
03CJR361MACRO,03CJR361,GG_PESONA_CJR_TB,107.116829,-6.83444,WEST JAVA,CIANJUR,  51.61 ,  80.46 ,  91.53 ,  91.53 ,  21.43 ,  8.13 ,  3.89 ,  3.89 
03SRN679MACRO,03SRN679,GG_SANTOSO_SRN_PL,107.803909,-6.97815,WEST JAVA,KAB. BANDUNG,  58.75 ,  94.64 ,  67.77 ,  94.64 ,  14.30 ,  3.14 ,  13.63 ,  3.14 
03CJR372MACRO,03CJR372,GG_TENGKORAK_CJR_PL,107.14962,-6.81492,WEST JAVA,CIANJUR,  74.99 ,  59.54 ,  42.91 ,  74.99 ,  9.56 ,  18.77 ,  25.60 ,  9.56 
03CRN090MACRO,03CRN090,GINTUNG_TB,108.381599,-6.66822,WEST JAVA,CIREBON,  73.72 ,  25.58 ,  77.47 ,  77.47 ,  10.72 ,  30.78 ,  5.84 ,  5.84 
03SRN530MACRO,03SRN530,GIRIMEKAR_SRN_GH,107.697159,-6.880432,WEST JAVA,KAB. BANDUNG,  44.16 ,  92.74 ,  56.39 ,  92.74 ,  18.05 ,  5.27 ,  12.90 ,  5.27 
03TSK094MACRO,03TSK094,GLOBAL_PESANGGRAHAN_TSK_LS,108.171471,-7.322889,WEST JAVA,TASIKMALAYA,  33.08 ,  26.41 ,  87.58 ,  87.58 ,  26.19 ,  27.15 ,  5.89 ,  5.89 
03CMI093MACRO,03CMI093,GN_MULIA_CMI_BL,107.56514,-6.88816,WEST JAVA,BANDUNG INNER,  58.36 ,  54.49 ,  65.81 ,  65.81 ,  17.70 ,  20.49 ,  10.23 ,  10.23 
03SRN724MACRO,03SRN724,GN_PUNTANG_SRN_TB,107.592522,-7.09979,WEST JAVA,KAB. BANDUNG,  48.78 ,  99.52 ,  98.67 ,  99.52 ,  18.52 ,  0.51 ,  1.85 ,  0.51 
03CJR368MACRO,03CJR368,GN_PUTRI_CJR_TB,107.030434,-6.74989,WEST JAVA,CIANJUR,  81.83 ,  10.64 ,  30.95 ,  81.83 ,  3.86 ,  17.44 ,  8.40 ,  3.86 
03BDG043MACRO,03BDG043,GND_AQUILA,107.58989,-6.894848,WEST JAVA,BANDUNG INNER,  96.15 ,  98.44 ,  38.22 ,  98.44 ,  3.36 ,  2.52 ,  28.79 ,  2.52 
03CRN013MACRO,03CRN013,GRAGE_MALL,108.551346,-6.712663,WEST JAVA,CIREBON,  68.42 ,  -   ,  56.02 ,  68.42 ,  11.63 ,  ,  25.45 ,  11.63 
03BDG280MACRO,03BDG280,GRANDPASUNDAN,107.593369,-6.93679,WEST JAVA,BANDUNG INNER,  51.18 ,  74.78 ,  67.07 ,  74.78 ,  18.93 ,  9.27 ,  12.68 ,  9.27 
03SMD160MACRO,03SMD160,GRIYA_SAMPURNA_SMD_PL,107.810211,-6.95447,WEST JAVA,KAB. BANDUNG,  92.96 ,  84.03 ,  99.01 ,  99.01 ,  4.45 ,  4.88 ,  2.24 ,  2.24 
03CJR224MACRO,03CJR224,GSI_LS,107.227577,-6.80217,WEST JAVA,CIANJUR,  96.72 ,  84.10 ,  98.42 ,  98.42 ,  1.08 ,  8.24 ,  0.40 ,  0.40 
03CMI005MACRO,03CMI005,GT_PASTEUR,107.572983,-6.889757,WEST JAVA,BANDUNG INNER,  85.97 ,  77.86 ,  86.13 ,  86.13 ,  5.55 ,  7.92 ,  3.77 ,  3.77 
03SRN684MACRO,03SRN684,GUBUK_CIHANJUANG_SRN_MT,107.572289,-6.84411,WEST JAVA,PURWAKARTA,  61.00 ,  54.06 ,  87.58 ,  87.58 ,  14.15 ,  12.18 ,  6.52 ,  6.52 
03BDG088MACRO,03BDG088,GUDANG_SLT,107.625877,-6.916941,WEST JAVA,BANDUNG INNER,  75.56 ,  70.20 ,  54.83 ,  75.56 ,  8.06 ,  10.36 ,  14.05 ,  8.06 
03SMD055MACRO,03SMD055,GUNASARI,107.931,-6.86133,WEST JAVA,KAB. BANDUNG,  65.65 ,  69.19 ,  25.53 ,  69.19 ,  12.83 ,  12.14 ,  20.51 ,  12.14 
03GRT137MACRO,03GRT137,GUNTUR_MELATI_GRT_MT,107.904892,-7.20833,WEST JAVA,TASIKMALAYA,  53.24 ,  58.12 ,  74.27 ,  74.27 ,  15.78 ,  16.04 ,  8.69 ,  8.69 
03KNG025MACRO,03KNG025,GUNUNG_KELING,108.471001,-6.9535,WEST JAVA,CIREBON,  87.92 ,  66.55 ,  98.11 ,  98.11 ,  6.43 ,  15.56 ,  3.01 ,  3.01 
03KNG074MACRO,03KNG074,GUNUNG_SIRAH_PL,108.390999,-6.9791,WEST JAVA,CIREBON,  97.85 ,  70.65 ,  80.58 ,  97.85 ,  2.44 ,  7.23 ,  9.00 ,  2.44 
03CRN093MACRO,03CRN093,GUNUNGJATI,108.538094,-6.66493,WEST JAVA,CIREBON,  99.80 ,  97.71 ,  98.50 ,  99.80 ,  1.19 ,  3.24 ,  2.01 ,  1.19 
03KNG055MACRO,03KNG055,GUNUNGKARUNG_TB,108.641998,-6.99901,WEST JAVA,CIREBON,  72.33 ,  42.63 ,  55.23 ,  72.33 ,  6.31 ,  29.62 ,  17.18 ,  6.31 
03MJL053MACRO,03MJL053,GUNUNGMANIK_TB,108.356659,-6.977878,WEST JAVA,CIREBON,  95.86 ,  97.81 ,  76.22 ,  97.81 ,  2.90 ,  2.36 ,  10.05 ,  2.36 
03TSM055MACRO,03TSM055,GUNUNGTANJUNG,108.282997,-7.41619,WEST JAVA,TASIKMALAYA,  97.98 ,  69.02 ,  97.66 ,  97.98 ,  2.59 ,  9.40 ,  2.95 ,  2.59 
03BDG022MACRO,03BDG022,H_ANGGREK,107.611816,-6.9064,WEST JAVA,BANDUNG INNER,  59.29 ,  35.54 ,  46.95 ,  59.29 ,  12.23 ,  29.32 ,  17.14 ,  12.23 
03BDG247MACRO,03BDG247,H_HORISON,107.624985,-6.935657,WEST JAVA,BANDUNG INNER,  57.10 ,  82.39 ,  60.24 ,  82.39 ,  12.50 ,  5.75 ,  13.11 ,  5.75 
03SRN542MACRO,03SRN542,H_IDRIS_SRN_PL,107.576981,-6.96458,WEST JAVA,KAB. BANDUNG,  71.75 ,  88.08 ,  89.70 ,  89.70 ,  10.58 ,  5.48 ,  4.87 ,  4.87 
03BDG032MACRO,03BDG032,H_PREANGER,107.611504,-6.92088,WEST JAVA,BANDUNG INNER,  71.73 ,  70.92 ,  66.97 ,  71.73 ,  8.42 ,  8.43 ,  11.02 ,  8.42 
03BDG207MACRO,03BDG207,H_TROPICANA,107.603317,-6.89653,WEST JAVA,BANDUNG INNER,  89.44 ,  70.87 ,  39.13 ,  89.44 ,  4.84 ,  9.35 ,  25.20 ,  4.84 
03CJR369MACRO,03CJR369,HANJAWAR_CJR_PL,107.068123,-6.73219,WEST JAVA,CIANJUR,  68.28 ,  63.40 ,  52.91 ,  68.28 ,  9.58 ,  11.27 ,  23.05 ,  9.58 
03SMD069MACRO,03SMD069,HARIANG_TB,107.91291,-6.69862,WEST JAVA,KAB. BANDUNG,  98.37 ,  91.11 ,  48.55 ,  98.37 ,  1.51 ,  3.58 ,  4.74 ,  1.51 
03KNG028MACRO,03KNG028,HASAN_MAULANI_KNG_ST,108.514931,-6.97337,WEST JAVA,CIREBON,  52.21 ,  80.20 ,  18.50 ,  80.20 ,  17.77 ,  7.68 ,  31.46 ,  7.68 
03IND007MACRO,03IND007,HAURGEULIS,107.945,-6.45677,WEST JAVA,CIREBON,  88.95 ,  84.56 ,  95.48 ,  95.48 ,  7.51 ,  6.24 ,  4.07 ,  4.07 
03MJL037MACRO,03MJL037,HEULEUT_TB,108.182747,-6.79061,WEST JAVA,CIREBON,  49.47 ,  52.79 ,  61.55 ,  61.55 ,  15.74 ,  18.18 ,  15.97 ,  15.74 
03SRN728MACRO,03SRN728,HIRAKOPI_SRN_TB,107.55912,-7.18369,WEST JAVA,KAB. BANDUNG,  64.39 ,  64.48 ,  60.37 ,  64.48 ,  10.29 ,  7.51 ,  13.04 ,  7.51 
03BDG091MACRO,03BDG091,HOLIS,107.576393,-6.91958,WEST JAVA,BANDUNG INNER,  71.96 ,  97.59 ,  75.37 ,  97.59 ,  9.59 ,  2.19 ,  8.86 ,  2.19 
03BDG077MACRO,03BDG077,HOTEL_ENDAH,107.568047,-6.908323,WEST JAVA,BANDUNG INNER,  89.47 ,  97.76 ,  86.58 ,  97.76 ,  5.20 ,  2.57 ,  6.34 ,  2.57 
03BDG188MACRO,03BDG188,HOTEL_PERDANA,107.601219,-6.9202,WEST JAVA,BANDUNG INNER,  74.14 ,  59.00 ,  58.21 ,  74.14 ,  8.44 ,  13.57 ,  14.34 ,  8.44 
03SRN051MACRO,03SRN051,IBUN_MAJALAYA,107.763298,-7.10065,WEST JAVA,KAB. BANDUNG,  97.19 ,  98.55 ,  99.04 ,  99.04 ,  2.07 ,  2.23 ,  1.93 ,  1.93 
03BDG007MACRO,03BDG007,IMPERIUM,107.600769,-6.90513,WEST JAVA,BANDUNG INNER,  26.34 ,  48.87 ,  57.71 ,  57.71 ,  32.54 ,  16.61 ,  11.18 ,  11.18 
03TSK035MACRO,03TSK035,INDIHIANG_TB,108.197998,-7.29508,WEST JAVA,TASIKMALAYA,  76.00 ,  59.28 ,  75.87 ,  76.00 ,  10.86 ,  15.99 ,  8.49 ,  8.49 
03PWK026MACRO,03PWK026,INDOBARAT,107.38739,-6.48462,WEST JAVA,PURWAKARTA,  91.18 ,  83.56 ,  97.29 ,  97.29 ,  6.22 ,  6.08 ,  1.68 ,  1.68 
03IND009MACRO,03IND009,INDRAMAYU_SLT_TB,108.436996,-6.46501,WEST JAVA,CIREBON,  61.65 ,  33.60 ,  17.73 ,  61.65 ,  14.32 ,  27.83 ,  26.19 ,  14.32 
03TSM066MACRO,03TSM066,ISAT_TASIK,108.217003,-7.34355,WEST JAVA,TASIKMALAYA,  41.11 ,  46.07 ,  36.89 ,  46.07 ,  24.65 ,  18.64 ,  30.27 ,  18.64 
03BDG051MACRO,03BDG051,ISTANA_PLAZA,107.59726,-6.905548,WEST JAVA,BANDUNG INNER,  44.58 ,  57.04 ,  75.58 ,  75.58 ,  21.58 ,  13.72 ,  7.62 ,  7.62 
03PWK021MACRO,03PWK021,ITCC,107.4123,-6.521437,WEST JAVA,PURWAKARTA,  80.87 ,  66.49 ,  91.14 ,  91.14 ,  8.90 ,  12.51 ,  4.61 ,  4.61 
03BDG210MACRO,03BDG210,ITCC_KBNKLAPA,107.606239,-6.92782,WEST JAVA,BANDUNG INNER,  60.51 ,  67.05 ,  56.44 ,  67.05 ,  11.20 ,  10.50 ,  14.30 ,  10.50 
03CJR382MACRO,03CJR382,ITTIHADUL_HUDA_CJR_BM,107.185364,-6.8198,WEST JAVA,CIANJUR,  78.78 ,  93.53 ,  20.45 ,  93.53 ,  9.33 ,  4.06 ,  30.27 ,  4.06 
03MJL072MACRO,03MJL072,JAGAMULYA_PL,108.270126,-7.05163,WEST JAVA,CIREBON,  98.92 ,  22.39 ,  94.57 ,  98.92 ,  0.94 ,  49.91 ,  2.61 ,  0.94 
03KNG008MACRO,03KNG008,JALAKSANA,108.480003,-6.93139,WEST JAVA,CIREBON,  98.50 ,  76.23 ,  98.77 ,  98.77 ,  1.93 ,  12.55 ,  1.42 ,  1.42 
03TSM074MACRO,03TSM074,JAMANIS,108.177002,-7.18394,WEST JAVA,TASIKMALAYA,  67.64 ,  61.65 ,  95.44 ,  95.44 ,  11.61 ,  7.65 ,  3.57 ,  3.57 
03CJR297MACRO,03CJR297,JAMBUDIPA_CJR_ST,107.0718,-6.85702,WEST JAVA,CIANJUR,  76.37 ,  78.78 ,  84.84 ,  84.84 ,  5.36 ,  7.49 ,  6.53 ,  5.36 
03KNG023MACRO,03KNG023,JAPARA,108.516998,-6.89644,WEST JAVA,CIREBON,  70.45 ,  54.62 ,  62.04 ,  70.45 ,  13.68 ,  20.25 ,  13.44 ,  13.44 
03IND004MACRO,03IND004,JATIBARANG,108.303001,-6.47298,WEST JAVA,CIREBON,  87.78 ,  85.56 ,  61.04 ,  87.78 ,  6.65 ,  7.04 ,  15.62 ,  6.65 
03BDG109MACRO,03BDG109,JATIHANDAP,107.661011,-6.894995,WEST JAVA,BANDUNG INNER,  81.66 ,  74.88 ,  71.61 ,  81.66 ,  7.37 ,  11.29 ,  8.88 ,  7.37 
03PWK006MACRO,03PWK006,JATILUHUR,107.398697,-6.534706,WEST JAVA,PURWAKARTA,  98.92 ,  80.73 ,  58.68 ,  98.92 ,  1.51 ,  6.32 ,  16.23 ,  1.51 
03CRN073MACRO,03CRN073,JATIMERTA_CRN_IB,108.542908,-6.67535,WEST JAVA,CIREBON,  92.94 ,  88.45 ,  98.31 ,  98.31 ,  4.41 ,  1.84 ,  3.17 ,  1.84 
03SMD154MACRO,03SMD154,JATIMUKTI_SMD_TB,107.78051,-6.95329,WEST JAVA,KAB. BANDUNG,  92.47 ,  96.08 ,  47.28 ,  96.08 ,  4.76 ,  3.02 ,  20.90 ,  3.02 
03SMD002MACRO,03SMD002,JATINANGOR,107.794197,-6.914738,WEST JAVA,KAB. BANDUNG,  88.43 ,  93.80 ,  86.71 ,  93.80 ,  6.65 ,  4.64 ,  4.45 ,  4.45 
03SRN034MACRO,03SRN034,JATINANGOR_GLF,107.751518,-6.921764,WEST JAVA,KAB. BANDUNG,  97.17 ,  60.49 ,  51.31 ,  97.17 ,  2.13 ,  15.22 ,  20.40 ,  2.13 
03SMD045MACRO,03SMD045,JATINUNGGAL,108.163017,-6.933092,WEST JAVA,KAB. BANDUNG,  12.64 ,  92.00 ,  86.17 ,  92.00 ,  25.86 ,  4.06 ,  4.48 ,  4.06 
03SRN647MACRO,03SRN647,JATIPERMAI_SRN_TB,107.698257,-6.89834,WEST JAVA,KAB. BANDUNG,  98.11 ,  42.60 ,  90.50 ,  98.11 ,  2.54 ,  24.16 ,  4.44 ,  2.54 
03MJL014MACRO,03MJL014,JATITUJUH_TB,108.2304,-6.641202,WEST JAVA,CIREBON,  75.35 ,  69.68 ,  55.55 ,  75.35 ,  6.06 ,  12.82 ,  17.00 ,  6.06 
03MJL023MACRO,03MJL023,JATIWANGI_CIREBON_IB,108.251968,-6.72446,WEST JAVA,CIREBON,  91.73 ,  40.71 ,  76.70 ,  91.73 ,  3.18 ,  36.66 ,  11.03 ,  3.18 
03MJL002MACRO,03MJL002,JATIWANGI,108.270607,-6.725601,WEST JAVA,CIREBON,  88.03 ,  71.40 ,  87.15 ,  88.03 ,  5.54 ,  13.93 ,  6.39 ,  5.54 
03SMD050MACRO,03SMD050,JATOS,107.771576,-6.93468,WEST JAVA,KAB. BANDUNG,  35.78 ,  43.66 ,  71.27 ,  71.27 ,  18.20 ,  20.38 ,  7.13 ,  7.13 
03GRT134MACRO,03GRT134,JAYA_BAKTI_GRT_PL,107.894096,-7.08367,WEST JAVA,TASIKMALAYA,  90.76 ,  96.65 ,  90.13 ,  96.65 ,  3.84 ,  2.94 ,  3.95 ,  2.94 
03BDG267MACRO,03BDG267,JAYAMEKAR_PL,107.470001,-6.864,WEST JAVA,PURWAKARTA,  62.30 ,  87.51 ,  81.52 ,  87.51 ,  9.86 ,  4.28 ,  4.80 ,  4.28 
03TSM041MACRO,03TSM041,JAYARATU,108.056999,-7.31703,WEST JAVA,TASIKMALAYA,  99.33 ,  99.81 ,  51.44 ,  99.81 ,  1.43 ,  1.22 ,  15.08 ,  1.22 
03BDG023MACRO,03BDG023,JL_RIAU,107.626266,-6.90929,WEST JAVA,BANDUNG INNER,  61.38 ,  60.92 ,  71.48 ,  71.48 ,  14.76 ,  11.18 ,  9.02 ,  9.02 
03SRN531MACRO,03SRN531,JELEGONG_SRN_EB,107.7752,-6.9689,WEST JAVA,KAB. BANDUNG,  97.14 ,  78.93 ,  66.89 ,  97.14 ,  2.60 ,  7.81 ,  15.21 ,  2.60 
03SRN533MACRO,03SRN533,JELEKONG_SRN_GH,107.655891,-7.02204,WEST JAVA,KAB. BANDUNG,  97.65 ,  69.81 ,  92.77 ,  97.65 ,  1.76 ,  9.53 ,  4.29 ,  1.76 
03SMD062MACRO,03SMD062,JINGKANG_TB,107.863548,-6.71519,WEST JAVA,KAB. BANDUNG,  51.02 ,  79.55 ,  81.49 ,  81.49 ,  24.76 ,  6.32 ,  6.30 ,  6.30 
03SRN534MACRO,03SRN534,JL_RYLASWI_SRN_PL,107.758743,-7.04962,WEST JAVA,KAB. BANDUNG,  93.55 ,  69.53 ,  90.82 ,  93.55 ,  4.58 ,  12.65 ,  5.47 ,  4.58 
