SITE ID II,SITEID,SITENAME,LONG,LAT,AREA,Sales Area,PRB 1,PRB 2,PRB 3,MAX PRB,EUT 1,EUT 2,EUT 3,MIN EUT
14BLA001MACRO,14BLA001,BLORA,111.420998,-6.968,CENTRAL JAVA,PATI,  94.16 ,  79.88 ,  57.68 ,  94.16 ,  4.69 ,  8.76 ,  16.16 ,  4.69 
14BLA002MACRO,14BLA002,CEPU,111.591003,-7.14024,CENTRAL JAVA,PATI,  49.52 ,  46.62 ,  80.33 ,  80.33 ,  21.58 ,  19.04 ,  6.74 ,  6.74 
14BLA003MACRO,14BLA003,RANDUBLATUNG,111.391998,-7.202778,CENTRAL JAVA,PATI,  96.26 ,  98.90 ,  99.50 ,  99.50 ,  3.21 ,  2.07 ,  1.81 ,  1.81 
14BLA004MACRO,14BLA004,JIKEN_TB,111.500999,-6.987939,CENTRAL JAVA,PATI,  77.20 ,  83.84 ,  70.28 ,  83.84 ,  8.31 ,  7.29 ,  13.87 ,  7.29 
14BLA005MACRO,14BLA005,BLORABARAT,111.376999,-6.966917,CENTRAL JAVA,PATI,  91.76 ,  64.97 ,  84.62 ,  91.76 ,  3.78 ,  17.68 ,  7.69 ,  3.78 
14BLA006MACRO,14BLA006,KEDUNGTUBAN,111.496002,-7.168028,CENTRAL JAVA,PATI,  68.55 ,  91.53 ,  81.72 ,  91.53 ,  10.61 ,  5.62 ,  8.81 ,  5.62 
14BLA007MACRO,14BLA007,NGAWEN,111.315002,-7.00177,CENTRAL JAVA,PATI,  85.52 ,  52.30 ,  97.10 ,  97.10 ,  6.25 ,  24.75 ,  2.61 ,  2.61 
14BLA008MACRO,14BLA008,DOPLANG,111.290001,-7.183333,CENTRAL JAVA,PATI,  67.94 ,  49.32 ,  48.70 ,  67.94 ,  12.08 ,  18.70 ,  22.51 ,  12.08 
14BLA009MACRO,14BLA009,KRADENAN_TB,111.456001,-7.246111,CENTRAL JAVA,PATI,  30.53 ,  94.47 ,  98.24 ,  98.24 ,  17.27 ,  3.24 ,  2.76 ,  2.76 
14BLA010MACRO,14BLA010,TODANAN_ST,111.174004,-6.93662,CENTRAL JAVA,PATI,  27.83 ,  53.24 ,  62.97 ,  62.97 ,  26.28 ,  16.92 ,  11.17 ,  11.17 
14BLA011MACRO,14BLA011,SAMBONG,111.564003,-7.10647,CENTRAL JAVA,PATI,  73.49 ,  85.36 ,  59.12 ,  85.36 ,  13.11 ,  7.85 ,  15.57 ,  7.85 
14BLA012MACRO,14BLA012,TAMBAKSARI_BLORA_IB,111.429001,-6.946162,CENTRAL JAVA,PATI,  43.25 ,  76.48 ,  71.04 ,  76.48 ,  23.58 ,  8.89 ,  8.44 ,  8.44 
14BLA013MACRO,14BLA013,JEJERUK_MT,111.438004,-6.969,CENTRAL JAVA,PATI,  51.53 ,  17.11 ,  82.44 ,  82.44 ,  20.29 ,  48.85 ,  7.98 ,  7.98 
14BLA014MACRO,14BLA014,SASAK_BLORA_TB,111.400002,-6.9838,CENTRAL JAVA,PATI,  58.26 ,  81.60 ,  40.02 ,  81.60 ,  17.81 ,  7.25 ,  27.96 ,  7.25 
14BLA022MACRO,14BLA022,CEPUSELATAN_TB,111.561996,-7.15982,CENTRAL JAVA,PATI,  75.85 ,  70.70 ,  91.14 ,  91.14 ,  10.16 ,  11.70 ,  2.69 ,  2.69 
14BLA023MACRO,14BLA023,BOGOREJO_TB,111.522003,-6.94093,CENTRAL JAVA,PATI,  88.40 ,  63.32 ,  88.69 ,  88.69 ,  2.54 ,  9.61 ,  5.94 ,  2.54 
14BLA024MACRO,14BLA024,MEDANG,111.438004,-6.91252,CENTRAL JAVA,PATI,  94.05 ,  85.66 ,  81.21 ,  94.05 ,  3.04 ,  6.42 ,  6.01 ,  3.04 
14BLA025MACRO,14BLA025,BANJARREJO_TB,111.348,-7.03226,CENTRAL JAVA,PATI,  86.94 ,  57.38 ,  80.37 ,  86.94 ,  4.98 ,  10.53 ,  4.73 ,  4.73 
14BLA026MACRO,14BLA026,GETASBLR_TB,111.383003,-7.31912,CENTRAL JAVA,PATI,  92.64 ,  97.56 ,  98.10 ,  98.10 ,  5.59 ,  2.97 ,  2.33 ,  2.33 
14BLA027MACRO,14BLA027,JEPON,111.482002,-6.97374,CENTRAL JAVA,PATI,  67.62 ,  73.97 ,  54.00 ,  73.97 ,  13.28 ,  9.87 ,  21.72 ,  9.87 
14BLA028MACRO,14BLA028,KUNDURAN,111.248001,-7.04939,CENTRAL JAVA,PATI,  84.63 ,  66.63 ,  27.15 ,  84.63 ,  6.27 ,  12.35 ,  40.86 ,  6.27 
14BLA029MACRO,14BLA029,KAMELAN_TB,111.408997,-7.00375,CENTRAL JAVA,PATI,  51.96 ,  84.26 ,  63.79 ,  84.26 ,  17.69 ,  4.51 ,  14.04 ,  4.51 
14BLA030MACRO,14BLA030,MERAHSDGREJO_TB,111.557999,-6.91755,CENTRAL JAVA,PATI,  79.05 ,  87.32 ,  75.22 ,  87.32 ,  4.90 ,  3.51 ,  5.78 ,  3.51 
14BLA031MACRO,14BLA031,KUTUKAN_TB,111.449997,-7.18248,CENTRAL JAVA,PATI,  73.90 ,  87.51 ,  90.87 ,  90.87 ,  6.08 ,  3.82 ,  4.88 ,  3.82 
14BLA032MACRO,14BLA032,TUNJUNGAN_TB,111.371002,-6.92203,CENTRAL JAVA,PATI,  68.68 ,  83.36 ,  79.92 ,  83.36 ,  10.82 ,  6.25 ,  7.81 ,  6.25 
14BLA033MACRO,14BLA033,CABAK,111.519997,-7.0311,CENTRAL JAVA,PATI,  92.96 ,  3.84 ,  65.99 ,  92.96 ,  4.74 ,  29.40 ,  11.49 ,  4.74 
14BLA034MACRO,14BLA034,CEPUUTARA,111.597,-7.1291,CENTRAL JAVA,PATI,  91.77 ,  30.65 ,  45.55 ,  91.77 ,  4.49 ,  28.74 ,  22.14 ,  4.49 
14BLA035MACRO,14BLA035,NGLORAM,111.551003,-7.19958,CENTRAL JAVA,PATI,  52.90 ,  82.38 ,  58.24 ,  82.38 ,  13.30 ,  8.09 ,  12.33 ,  8.09 
14BLA036MACRO,14BLA036,BLGPAKIS_TB,111.342003,-7.19309,CENTRAL JAVA,PATI,  79.23 ,  72.95 ,  81.06 ,  81.06 ,  4.54 ,  7.84 ,  5.14 ,  4.54 
14BLA037MACRO,14BLA037,BLORATIMUR_TB,111.450996,-6.973,CENTRAL JAVA,PATI,  83.97 ,  88.19 ,  77.52 ,  88.19 ,  4.25 ,  4.38 ,  6.61 ,  4.25 
14BLA038MACRO,14BLA038,SOKA_TB,111.396004,-7.09441,CENTRAL JAVA,PATI,  77.94 ,  87.26 ,  68.35 ,  87.26 ,  2.61 ,  4.45 ,  13.53 ,  2.61 
14BLA047MACRO,14BLA047,JAPAH_TB,111.297997,-6.944,CENTRAL JAVA,PATI,  31.48 ,  78.59 ,  69.07 ,  78.59 ,  36.83 ,  10.01 ,  15.74 ,  10.01 
14BLA062MACRO,14BLA062,SRIKATON_BALUN_BLA_PL,111.592751,-7.15341,CENTRAL JAVA,PATI,  25.00 ,  37.94 ,  73.16 ,  73.16 ,  38.65 ,  30.80 ,  11.18 ,  11.18 
14BLA066MACRO,14BLA066,SONOREJO2_BLA_PL,111.39933,-6.97025,CENTRAL JAVA,PATI,  47.42 ,  65.44 ,  40.06 ,  65.44 ,  26.44 ,  11.75 ,  31.82 ,  11.75 
14BLA067MACRO,14BLA067,LORONG_PANDEAN_BLA_PL,111.412277,-6.9628,CENTRAL JAVA,PATI,  60.08 ,  66.82 ,  45.35 ,  66.82 ,  17.73 ,  11.52 ,  22.53 ,  11.52 
14BLA068MACRO,14BLA068,BALIIKO_BLA_TB,111.595863,-7.14427,CENTRAL JAVA,PATI,  59.51 ,  40.47 ,  54.14 ,  59.51 ,  18.91 ,  31.63 ,  20.82 ,  18.91 
14BLA069MACRO,14BLA069,NGELO_BLA_PL,111.606842,-7.13687,CENTRAL JAVA,PATI,  53.30 ,  15.78 ,  68.75 ,  68.75 ,  18.65 ,  35.21 ,  11.04 ,  11.04 
14COW001MBTS,14COW001,MBTS_SUNANKDS,110.835999,-6.80678,CENTRAL JAVA,KUDUS,  77.45 ,  83.29 ,  86.71 ,  86.71 ,  3.13 ,  5.88 ,  3.39 ,  3.13 
14COW034MBTS,14COW034,M_TANJUNGMAS,110.426003,-6.94841,CENTRAL JAVA,SEMARANG INNER,  -   ,  -   ,  -   ,  -   ,  ,  ,  ,  
14COW036MBTS,14COW036,MBTS_PONGGOKKLT,110.632004,-7.614314,CENTRAL JAVA,SOLO INNER,  78.69 ,  68.42 ,  48.75 ,  78.69 ,  4.21 ,  7.29 ,  12.21 ,  4.21 
14JPA001MACRO,14JPA001,NGABUL,110.711998,-6.6437,CENTRAL JAVA,KUDUS,  79.33 ,  83.12 ,  82.13 ,  83.12 ,  6.52 ,  5.25 ,  5.77 ,  5.25 
14JPA002MACRO,14JPA002,JEPARA,110.686996,-6.61612,CENTRAL JAVA,KUDUS,  75.90 ,  88.70 ,  90.29 ,  90.29 ,  4.70 ,  2.89 ,  4.10 ,  2.89 
14JPA003MACRO,14JPA003,PECANGAAN,110.723999,-6.73254,CENTRAL JAVA,KUDUS,  94.68 ,  94.05 ,  97.07 ,  97.07 ,  3.32 ,  3.45 ,  1.82 ,  1.82 
14JPA004MACRO,14JPA004,PECANGAANCT,110.707001,-6.68878,CENTRAL JAVA,KUDUS,  75.56 ,  89.53 ,  94.46 ,  94.46 ,  7.62 ,  2.30 ,  2.68 ,  2.30 
14JPA005MACRO,14JPA005,MAYONG,110.762001,-6.75018,CENTRAL JAVA,KUDUS,  92.61 ,  87.57 ,  91.05 ,  92.61 ,  3.36 ,  5.30 ,  2.45 ,  2.45 
14JPA006MACRO,14JPA006,JEPARACITY,110.668999,-6.59672,CENTRAL JAVA,KUDUS,  65.58 ,  35.88 ,  77.97 ,  77.97 ,  9.53 ,  29.56 ,  8.20 ,  8.20 
14JPA007MACRO,14JPA007,BANGSRI,110.768997,-6.524151,CENTRAL JAVA,KUDUS,  93.78 ,  85.00 ,  47.11 ,  93.78 ,  3.23 ,  4.74 ,  18.97 ,  3.23 
14JPA008MACRO,14JPA008,MLONGGO,110.709999,-6.5273,CENTRAL JAVA,KUDUS,  89.98 ,  89.15 ,  51.67 ,  89.98 ,  3.89 ,  4.20 ,  20.19 ,  3.89 
14JPA009MACRO,14JPA009,WELAHAN,110.722,-6.78416,CENTRAL JAVA,KUDUS,  71.74 ,  81.81 ,  82.95 ,  82.95 ,  10.51 ,  6.50 ,  6.01 ,  6.01 
14JPA010MACRO,14JPA010,JEPARAUTARA,110.684998,-6.57446,CENTRAL JAVA,KUDUS,  89.01 ,  88.93 ,  54.12 ,  89.01 ,  3.52 ,  3.66 ,  8.95 ,  3.52 
14JPA011MACRO,14JPA011,BUGEL_TB,110.664001,-6.66798,CENTRAL JAVA,KUDUS,  97.03 ,  97.13 ,  84.51 ,  97.13 ,  1.86 ,  1.69 ,  4.14 ,  1.69 
14JPA012MACRO,14JPA012,MANTINGANJPR,110.663002,-6.61778,CENTRAL JAVA,KUDUS,  87.01 ,  92.92 ,  55.72 ,  92.92 ,  4.11 ,  2.31 ,  13.29 ,  2.31 
14JPA013MACRO,14JPA013,BONDOTJJATI,110.723,-6.483453,CENTRAL JAVA,KUDUS,  68.99 ,  89.26 ,  42.92 ,  89.26 ,  9.67 ,  4.19 ,  21.72 ,  4.19 
14JPA014MACRO,14JPA014,KELET_TB,110.908997,-6.505139,CENTRAL JAVA,KUDUS,  80.14 ,  56.84 ,  56.00 ,  80.14 ,  6.20 ,  13.82 ,  12.98 ,  6.20 
14JPA015MACRO,14JPA015,BATEALIT_TB,110.753998,-6.63102,CENTRAL JAVA,KUDUS,  74.78 ,  68.51 ,  71.05 ,  74.78 ,  5.55 ,  7.30 ,  7.44 ,  5.55 
14JPA018MACRO,14JPA018,SENENAN_RT,110.683998,-6.59512,CENTRAL JAVA,KUDUS,  85.67 ,  77.55 ,  61.53 ,  85.67 ,  5.35 ,  7.94 ,  12.09 ,  5.35 
14JPA019MACRO,14JPA019,KRGKEBAGUSAN_RT,110.657997,-6.60568,CENTRAL JAVA,KUDUS,  44.34 ,  51.15 ,  63.31 ,  63.31 ,  26.43 ,  11.04 ,  5.98 ,  5.98 
14JPA020MACRO,14JPA020,POTROYUDAN_TB,110.678001,-6.60546,CENTRAL JAVA,KUDUS,  86.55 ,  79.61 ,  92.85 ,  92.85 ,  4.19 ,  5.53 ,  2.77 ,  2.77 
14JPA021MACRO,14JPA021,STADION_KARTINI_RT,110.666,-6.583711,CENTRAL JAVA,KUDUS,  59.67 ,  28.11 ,  93.00 ,  93.00 ,  14.38 ,  37.02 ,  1.67 ,  1.67 
14JPA022MACRO,14JPA022,SUKOSONO_PS,110.690002,-6.658948,CENTRAL JAVA,KUDUS,  69.26 ,  94.97 ,  59.83 ,  94.97 ,  6.60 ,  1.85 ,  8.69 ,  1.85 
14JPA023MACRO,14JPA023,KALIOMBO_LS,110.674004,-6.72735,CENTRAL JAVA,KUDUS,  95.46 ,  97.82 ,  99.11 ,  99.11 ,  1.55 ,  1.67 ,  1.06 ,  1.06 
14JPA024MACRO,14JPA024,KUANYAR_RT,110.737999,-6.75071,CENTRAL JAVA,KUDUS,  79.59 ,  78.50 ,  59.62 ,  79.59 ,  5.79 ,  7.13 ,  7.95 ,  5.79 
14JPA025MACRO,14JPA025,LEBUAWU_LS,110.735001,-6.70447,CENTRAL JAVA,KUDUS,  83.02 ,  92.81 ,  78.12 ,  92.81 ,  3.77 ,  2.09 ,  3.14 ,  2.09 
14JPA026MACRO,14JPA026,SUMAWAL,110.694,-6.54743,CENTRAL JAVA,KUDUS,  66.05 ,  59.86 ,  92.81 ,  92.81 ,  11.02 ,  13.02 ,  2.49 ,  2.49 
14JPA027MACRO,14JPA027,BANDENGAN_TB,110.665001,-6.56412,CENTRAL JAVA,KUDUS,  55.70 ,  60.01 ,  59.81 ,  60.01 ,  10.18 ,  8.05 ,  14.22 ,  8.05 
14JPA029MACRO,14JPA029,KEDUNG,110.686996,-6.67834,CENTRAL JAVA,KUDUS,  68.38 ,  97.53 ,  39.61 ,  97.53 ,  12.02 ,  1.60 ,  22.47 ,  1.60 
14JPA030MACRO,14JPA030,KELINGSM,110.865997,-6.482222,CENTRAL JAVA,KUDUS,  60.99 ,  33.45 ,  91.04 ,  91.04 ,  9.49 ,  23.46 ,  3.06 ,  3.06 
14JPA031MACRO,14JPA031,KELINGUTARA_TB,110.883003,-6.45605,CENTRAL JAVA,KUDUS,  66.73 ,  63.51 ,  70.90 ,  70.90 ,  8.14 ,  9.79 ,  7.42 ,  7.42 
14JPA032MACRO,14JPA032,KEMBANG_TB,110.803001,-6.50461,CENTRAL JAVA,KUDUS,  74.03 ,  74.75 ,  69.53 ,  74.75 ,  5.65 ,  4.32 ,  8.71 ,  4.32 
14JPA033MACRO,14JPA033,NALUMSARI,110.797997,-6.74418,CENTRAL JAVA,KUDUS,  97.12 ,  86.55 ,  40.56 ,  97.12 ,  2.72 ,  5.17 ,  17.11 ,  2.72 
14JPA034MACRO,14JPA034,PLTUTJJATI_TB,110.742996,-6.45705,CENTRAL JAVA,KUDUS,  63.07 ,  76.56 ,  75.32 ,  76.56 ,  16.79 ,  9.38 ,  8.39 ,  8.39 
14JPA035MACRO,14JPA035,MOJO,110.717003,-6.62754,CENTRAL JAVA,KUDUS,  83.83 ,  86.58 ,  89.17 ,  89.17 ,  5.63 ,  6.03 ,  4.60 ,  4.60 
14JPA039MACRO,14JPA039,NGLAMPITAN_PL,110.748001,-6.67055,CENTRAL JAVA,KUDUS,  71.71 ,  97.06 ,  93.33 ,  97.06 ,  5.09 ,  1.45 ,  1.82 ,  1.45 
14JPA040MACRO,14JPA040,BALONG_PL,110.797997,-6.460445,CENTRAL JAVA,KUDUS,  51.35 ,  38.47 ,  40.22 ,  51.35 ,  20.50 ,  26.51 ,  18.75 ,  18.75 
14JPA041MACRO,14JPA041,LEBAKPL_MT,110.745003,-6.587917,CENTRAL JAVA,KUDUS,  93.51 ,  95.90 ,  88.97 ,  95.90 ,  2.79 ,  1.56 ,  2.08 ,  1.56 
14JPA042MACRO,14JPA042,KEDUNGMLNGJPA_TB,110.641998,-6.71186,CENTRAL JAVA,KUDUS,  89.78 ,  83.54 ,  60.01 ,  89.78 ,  2.09 ,  2.54 ,  2.21 ,  2.09 
14JPA043MACRO,14JPA043,DAMARWULAN_TB,110.903999,-6.545823,CENTRAL JAVA,KUDUS,  42.88 ,  25.57 ,  52.56 ,  52.56 ,  23.50 ,  39.11 ,  14.68 ,  14.68 
14JPA044MACRO,14JPA044,CLERING_PL,110.951012,-6.41847,CENTRAL JAVA,KUDUS,  30.76 ,  32.74 ,  27.19 ,  32.74 ,  36.23 ,  25.40 ,  45.77 ,  25.40 
14JPA045MACRO,14JPA045,TELUKWETAN_MT,110.707001,-6.74663,CENTRAL JAVA,KUDUS,  95.34 ,  72.25 ,  98.76 ,  98.76 ,  2.64 ,  8.67 ,  1.31 ,  1.31 
14JPA046MACRO,14JPA046,KALIPUCANG_PL,110.723999,-6.76552,CENTRAL JAVA,KUDUS,  40.72 ,  95.38 ,  75.25 ,  95.38 ,  25.90 ,  2.21 ,  8.98 ,  2.21 
14JPA047MACRO,14JPA047,DATAR_TB,110.776001,-6.722467,CENTRAL JAVA,KUDUS,  35.18 ,  99.33 ,  21.61 ,  99.33 ,  18.87 ,  1.09 ,  37.52 ,  1.09 
14JPA048MACRO,14JPA048,KECAPI_MT,110.705002,-6.597826,CENTRAL JAVA,KUDUS,  85.38 ,  99.38 ,  89.62 ,  99.38 ,  4.39 ,  0.91 ,  3.61 ,  0.91 
14JPA049MACRO,14JPA049,SIDOREKSO_TB,110.772003,-6.76658,CENTRAL JAVA,KUDUS,  98.63 ,  97.63 ,  76.61 ,  98.63 ,  1.54 ,  1.83 ,  6.24 ,  1.54 
14JPA050MACRO,14JPA050,SEKURO_MT,110.736,-6.530045,CENTRAL JAVA,KUDUS,  73.41 ,  50.52 ,  63.18 ,  73.41 ,  8.10 ,  13.93 ,  11.73 ,  8.10 
14JPA051MACRO,14JPA051,KALIPUNDANG_PL,110.726997,-6.73994,CENTRAL JAVA,KUDUS,  86.59 ,  77.26 ,  88.54 ,  88.54 ,  6.50 ,  8.93 ,  4.96 ,  4.96 
14JPA052MACRO,14JPA052,TAHUNAN_PL,110.700996,-6.63046,CENTRAL JAVA,KUDUS,  71.16 ,  77.31 ,  61.07 ,  77.31 ,  10.76 ,  5.68 ,  13.28 ,  5.68 
14JPA053MACRO,14JPA053,JL_ANDONGKCO_MT,110.709,-6.69672,CENTRAL JAVA,KUDUS,  88.06 ,  98.49 ,  96.16 ,  98.49 ,  2.39 ,  2.51 ,  2.75 ,  2.39 
14JPA054MACRO,14JPA054,GEMAHARJO1_TB,110.679001,-6.58794,CENTRAL JAVA,KUDUS,  61.65 ,  50.93 ,  63.48 ,  63.48 ,  13.90 ,  22.58 ,  15.05 ,  13.90 
14JPA055MACRO,14JPA055,KALIKANAL_CM,110.657997,-6.59778,CENTRAL JAVA,KUDUS,  73.72 ,  55.66 ,  91.06 ,  91.06 ,  6.89 ,  19.29 ,  3.23 ,  3.23 
14JPA060MACRO,14JPA060,SENGON_JPA_PL,110.747002,-6.7443,CENTRAL JAVA,KUDUS,  91.03 ,  72.63 ,  95.27 ,  95.27 ,  1.62 ,  8.41 ,  0.58 ,  0.58 
14JPA064MACRO,14JPA064,TEGALSAMBI_JPA_PL,110.654839,-6.61827,CENTRAL JAVA,KUDUS,  46.37 ,  67.90 ,  71.19 ,  71.19 ,  27.94 ,  9.89 ,  14.80 ,  9.89 
14JPA065MACRO,14JPA065,TAHUNAN2_JPA_CM,110.677551,-6.61855,CENTRAL JAVA,KUDUS,  48.16 ,  63.43 ,  84.08 ,  84.08 ,  16.74 ,  12.91 ,  6.13 ,  6.13 
14JPA066MACRO,14JPA066,SOWAN_LOR_JPA_IB,110.669998,-6.6845,CENTRAL JAVA,KUDUS,  87.47 ,  83.73 ,  52.71 ,  87.47 ,  3.45 ,  3.82 ,  12.45 ,  3.45 
14JPA067MACRO,14JPA067,TROSO_JPA_PL,110.709068,-6.67859,CENTRAL JAVA,KUDUS,  59.01 ,  92.89 ,  95.50 ,  95.50 ,  13.34 ,  3.90 ,  2.98 ,  2.98 
14JPA068MACRO,14JPA068,JL_KENARI_RAYA_JPA_PL,110.713051,-6.73422,CENTRAL JAVA,KUDUS,  87.65 ,  94.52 ,  72.97 ,  94.52 ,  5.97 ,  2.88 ,  6.20 ,  2.88 
14JPA069MACRO,14JPA069,JL_NAKULO_PELANG_JPA_IB,110.738899,-6.73977,CENTRAL JAVA,KUDUS,  99.31 ,  86.12 ,  94.18 ,  99.31 ,  0.19 ,  4.43 ,  1.70 ,  0.19 
14JPA070MACRO,14JPA070,JL_PLTU_TUBANAN_JPA_ST,110.767502,-6.46213,CENTRAL JAVA,KUDUS,  24.44 ,  7.66 ,  40.02 ,  40.02 ,  38.37 ,  77.92 ,  36.09 ,  36.09 
14JPA072MACRO,14JPA072,JL_RAYA_KELING_JPA_MT,110.892113,-6.48506,CENTRAL JAVA,KUDUS,  18.75 ,  21.50 ,  21.77 ,  21.77 ,  33.68 ,  36.18 ,  26.74 ,  26.74 
14JPA074MACRO,14JPA074,PENDEM_KEMBANG_JPA_PL,110.816223,-6.517361,CENTRAL JAVA,KUDUS,  48.30 ,  74.48 ,  51.54 ,  74.48 ,  19.22 ,  7.87 ,  16.69 ,  7.87 
14JPA077MACRO,14JPA077,BANYUMANIS_JPA_ST,110.891167,-6.433333,CENTRAL JAVA,KUDUS,  18.24 ,  9.23 ,  24.66 ,  24.66 ,  46.57 ,  71.66 ,  36.09 ,  36.09 
14JPA081MACRO,14JPA081,JL_BANGSRI_MLONGGO_JPA_PL,110.702087,-6.52956,CENTRAL JAVA,KUDUS,  27.57 ,  88.29 ,  86.67 ,  88.29 ,  46.95 ,  5.00 ,  4.99 ,  4.99 
14JPA084MACRO,14JPA084,BANDENGAN_JPA_CM,110.675102,-6.56977,CENTRAL JAVA,KUDUS,  60.57 ,  69.77 ,  63.23 ,  69.77 ,  12.76 ,  9.08 ,  6.22 ,  6.22 
14JPA085MACRO,14JPA085,JL_GUDANG_SAWO_TEPUS_JPA_IB,110.676872,-6.57812,CENTRAL JAVA,KUDUS,  32.63 ,  42.25 ,  45.11 ,  45.11 ,  18.58 ,  17.46 ,  23.01 ,  17.46 
14JPA086MACRO,14JPA086,JOBOKUTO_JPA_PS,110.658684,-6.58551,CENTRAL JAVA,KUDUS,  76.63 ,  80.54 ,  66.08 ,  80.54 ,  8.25 ,  6.79 ,  12.90 ,  6.79 
14JPA087MACRO,14JPA087,JL_KH_MOLIKI_JPA_PL,110.675667,-6.59186,CENTRAL JAVA,KUDUS,  49.37 ,  67.32 ,  65.79 ,  67.32 ,  19.31 ,  10.82 ,  14.63 ,  10.82 
14JPA088MACRO,14JPA088,BLINGOH_JPA_TB,110.915939,-6.48034,CENTRAL JAVA,KUDUS,  17.44 ,  26.30 ,  35.27 ,  35.27 ,  55.24 ,  44.04 ,  32.18 ,  32.18 
14JPA089MACRO,14JPA089,PATROYUDAN_JPA_PL,110.674438,-6.60022,CENTRAL JAVA,KUDUS,  68.10 ,  10.14 ,  32.09 ,  68.10 ,  13.79 ,  42.43 ,  30.84 ,  13.79 
14JPA093MACRO,14JPA093,KRAJAN_NGETUK_JPA_GH,110.816307,-6.73094,CENTRAL JAVA,KUDUS,  60.08 ,  74.70 ,  91.24 ,  91.24 ,  15.99 ,  9.46 ,  4.53 ,  4.53 
14JPA095MACRO,14JPA095,JATILANANG_JPA_PL,110.713249,-6.66503,CENTRAL JAVA,KUDUS,  91.47 ,  69.32 ,  79.97 ,  91.47 ,  3.95 ,  8.04 ,  6.10 ,  3.95 
14JPA098MACRO,14JPA098,KEDUNG_CINO_JPA_MT,110.670853,-6.55812,CENTRAL JAVA,KUDUS,  70.58 ,  61.79 ,  73.61 ,  73.61 ,  12.15 ,  13.01 ,  10.73 ,  10.73 
14JPA099MACRO,14JPA099,KEDUNGSARIMULYO_JPA_PL,110.711563,-6.78713,CENTRAL JAVA,KUDUS,  64.74 ,  42.80 ,  85.13 ,  85.13 ,  13.97 ,  23.58 ,  5.35 ,  5.35 
14JPA100MACRO,14JPA100,BUTHUK_BULUNGAN_JPA_MT,110.700127,-6.58413,CENTRAL JAVA,KUDUS,  96.50 ,  93.19 ,  61.72 ,  96.50 ,  1.96 ,  3.32 ,  11.10 ,  1.96 
14JPA102MACRO,14JPA102,TEDUNAN_2_JPA_BM,110.65699,-6.71182,CENTRAL JAVA,KUDUS,  70.27 ,  97.16 ,  77.64 ,  97.16 ,  5.81 ,  2.51 ,  8.69 ,  2.51 
14JPA103MACRO,14JPA103,SUWAWAL_JPA_PL,110.706787,-6.55559,CENTRAL JAVA,KUDUS,  44.98 ,  90.98 ,  92.75 ,  92.75 ,  23.02 ,  3.51 ,  2.44 ,  2.44 
14JPA105MACRO,14JPA105,KRAJAN_BOK_IJO_JPA_IB,110.694267,-6.62309,CENTRAL JAVA,KUDUS,  73.62 ,  53.50 ,  53.01 ,  73.62 ,  11.06 ,  19.99 ,  17.99 ,  11.06 
14JPA106MACRO,14JPA106,TROSO_2_JPA_TB,110.695267,-6.67841,CENTRAL JAVA,KUDUS,  89.77 ,  80.29 ,  54.87 ,  89.77 ,  5.53 ,  7.48 ,  16.12 ,  5.53 
14JPA108MACRO,14JPA108,SENGON_BUGEL_PL,110.751663,-6.747351,CENTRAL JAVA,KUDUS,  84.92 ,  64.03 ,  86.53 ,  86.53 ,  7.05 ,  10.81 ,  3.81 ,  3.81 
14JPA109MACRO,14JPA109,PURI_KENCANA_JPA_IB,110.670609,-6.63877,CENTRAL JAVA,KUDUS,  50.80 ,  87.36 ,  54.43 ,  87.36 ,  18.95 ,  4.74 ,  12.71 ,  4.74 
14JPA110MACRO,14JPA110,PELEMKEREP_JPA_PS,110.762527,-6.74079,CENTRAL JAVA,KUDUS,  94.25 ,  78.91 ,  97.28 ,  97.28 ,  3.91 ,  8.68 ,  1.47 ,  1.47 
14JPA111MACRO,14JPA111,WELAHDUKOH_PL,110.711166,-6.75757,CENTRAL JAVA,KUDUS,  62.87 ,  67.91 ,  88.47 ,  88.47 ,  8.56 ,  10.18 ,  4.01 ,  4.01 
14JPA114MACRO,14JPA114,BANYUMANIS_JPA_PL,110.919342,-6.40744,CENTRAL JAVA,KUDUS,  17.19 ,  16.14 ,  6.77 ,  17.19 ,  56.34 ,  47.08 ,  53.81 ,  47.08 
14JPA115MACRO,14JPA115,DERMOLO_JPA_MT,110.831932,-6.48243,CENTRAL JAVA,KUDUS,  39.32 ,  35.55 ,  52.78 ,  52.78 ,  25.28 ,  20.05 ,  16.91 ,  16.91 
14JPA118MACRO,14JPA118,KARANGGONDANG1_JPA_PL,110.704338,-6.49195,CENTRAL JAVA,KUDUS,  40.95 ,  21.23 ,  22.97 ,  40.95 ,  23.96 ,  48.26 ,  38.44 ,  23.96 
14JPA121MACRO,14JPA121,RAGUKLAMPITAN2_JPA_GH,110.775063,-6.66401,CENTRAL JAVA,KUDUS,  76.37 ,  78.66 ,  88.94 ,  88.94 ,  8.87 ,  3.26 ,  3.19 ,  3.19 
14JPA122MACRO,14JPA122,SEKURO_JPA_PL,110.722954,-6.52188,CENTRAL JAVA,KUDUS,  86.40 ,  80.27 ,  58.59 ,  86.40 ,  4.87 ,  6.56 ,  15.13 ,  4.87 
