site_id,site_name,longitude,latitude,kecamatan,MICRO_CLUSTER,CLUSTER,SALES_AREA,AREA,Population Covered,Revenue,Sec 1 Azimuth,Sec 2 Azimuth,Sec 3 Azimuth
14KBM001,GOMBONG,109.516,-7.61025,GOMBONG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  18,714 ","  89,840,962 ",120,270,340
14KBM002,KEBUMEN,109.64,-7.66857,PEJAGOAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  12,025 ","  104,381,907 ",30,145,260
14KBM003,KUTOWINANGUN,109.737,-7.71744,KUTOWINANGUN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  19,904 ","  136,539,911 ",30,120,240
14KBM004,PREMBUN,109.802,-7.72183,PREMBUN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  14,873 ","  112,167,015 ",60,160,260
14KBM005,KARANGANYARKBM_TB,109.575,-7.63822,KARANGANYAR,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  15,815 ","  62,631,993 ",60,245,335
14KBM006,PANJER_KBM,109.661,-7.67932,KEBUMEN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  7,870 ","  112,651,130 ",60,180,300
14KBM007,KEBUMENTIMUR_TB,109.689,-7.6925,KEBUMEN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  30,657 ","  81,325,797 ",100,220,285
14KBM008,GOMBONGBARAT,109.494,-7.60969,SEMPOR,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  11,769 ","  88,861,625 ",60,160,270
14KBM009,AYAH_TB,109.388,-7.71617,AYAH,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  23,738 ","  103,101,779 ",0,100,320
14KBM010,PETANAHANIT_TB,109.586,-7.74516,PETANAHAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  49,324 ","  106,996,749 ",0,105,260
14KBM011,KEWARASAN_TB,109.509,-7.64644,KUWARASAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  48,784 ","  55,095,785 ",0,100,180
14KBM012,KARANGBOLONG_TB,109.45197,-7.75896,AYAH,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  24,821 ","  96,268,941 ",40,255,340
14KBM013,AMBAL_TB,109.719,-7.78581,AMBAL,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  26,918 ","  108,709,539 ",15,100,285
14KBM014,MIRIT_TB,109.776,-7.79983,MIRIT,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  36,505 ","  106,176,244 ",0,90,280
14KBM015,KARANGGAYAM_TB,109.58,-7.5887,KARANGGAYAM,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  23,523 ","  113,478,038 ",0,160,260
14KBM016,KARANGSAMBUNG,109.67647,-7.598,KARANGSAMBUNG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  15,311 ","  133,153,838 ",0,80,200
14KBM017,DEMANGSARI,109.405,-7.659,AYAH,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  18,065 ","  79,230,015 ",45,195,290
14KBM020,KEBUMEN_TIMUR_IB,109.665795,-7.668847,KEBUMEN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  3,666 ","  28,586,666 ",10,170,275
14KBM021,MULYOSARI_MT,109.791,-7.69472,PREMBUN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  16,426 ","  109,224,703 ",5,170,295
14KBM022,GRENGGENG_MT,109.536,-7.61029,GOMBONG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  13,479 ","  70,995,171 ",130,190,280
14KBM023,MUKTISARI_RT,109.662,-7.70525,KEBUMEN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  11,418 ","  82,583,744 ",35,190,330
14KBM024,SINUNGREJO_RT,109.744,-7.75156,AMBAL,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  13,554 ","  69,988,274 ",5,115,245
14KBM025,PETANAHAN_PURING_RT,109.547,-7.74353,PURING,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  31,194 ","  51,056,015 ",10,100,280
14KBM026,SRANDIL_PL,109.671,-7.66778,KEBUMEN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  7,576 ","  41,495,266 ",25,175,285
14KBM027,KEDAWUN_PL,109.65,-7.67845,PEJAGOAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  4,106 ","  50,545,802 ",0,70,220
14KBM028,ROWOKELE_TB,109.447,-7.60245,ROWOKELE,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  23,648 ","  97,269,670 ",100,220,280
14KBM029,SRUWENG,109.61349,-7.66559,SRUWENG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  17,318 ","  71,528,210 ",100,160,310
14KBM030,BULUSPSNTREN_TB,109.66811,-7.77225,BULUSPESANTREN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  41,279 ","  77,794,835 ",30,90,330
14KBM031,SADANG_TB,109.676,-7.54496,KARANGSAMBUNG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  32,699 ","  99,196,607 ",150,210,270
14KBM032,ADIMULYA,109.586,-7.69416,PETANAHAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  25,305 ","  67,525,905 ",0,90,180
14KBM033,PADURESO,109.79300,-7.61388,PADURESO,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  26,612 ","  94,136,060 ",10,190,260
14KBM034,ALIAN_TB,109.70905,-7.6339,ALIAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  17,691 ","  85,013,245 ",0,115,240
14KBM036,BUMIREJO_TB,109.66281,-7.65922,KEBUMEN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  16,177 ","  69,706,735 ",60,120,240
14KBM037,KEBUMENSLT_TB,109.63943,-7.68396,PEJAGOAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  17,399 ","  64,939,094 ",20,140,240
14KBM038,SEMPOR_XL,109.498,-7.5869,SEMPOR,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  38,563 ","  77,850,570 ",60,150,320
14KBM039,KLIRONG_TB,109.621,-7.73873,KLIRONG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  36,351 ","  85,089,356 ",20,60,240
14KBM041,BONOROWO_TB,109.808,-7.75801,BONOROWO,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  29,202 ","  99,919,351 ",0,90,270
14KBM042,ARGOPENI_MT,109.404,-7.7461,AYAH,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  18,700 ","  99,563,410 ",20,130,350
14KBM043,BUAYAN_TB,109.486,-7.6915,BUAYAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  27,334 ","  61,970,204 ",0,90,200
14KBM044,PONCOWARNO_ST,109.7458,-7.6786,PONCOWARNO,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  18,780 ","  125,585,832 ",15,190,290
14KBM049,BANDUNGSRUNI_MT,109.70856,-7.66669,ALIAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  19,023 ","  145,356,046 ",0,90,225
14KBM050,CLAPAR_TB,109.608,-7.5573,KARANGGAYAM,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  39,825 ","  104,991,837 ",90,180,330
14KBM051,JEMUR_MT,109.66,-7.62519,ALIAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  41,106 ","  125,506,698 ",60,210,330
14KBM053,WANAKRAMA_TB,109.747,-7.61694,ALIAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  30,874 ","  88,251,408 ",120,250,330
14KBM054,ADIWARNO_TB,109.475,-7.7271,BUAYAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  30,194 ","  41,979,331 ",0,150,240
14KBM058,TUGU_TB,109.458,-7.6349,BUAYAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  27,569 ","  86,200,061 ",70,190,340
14KBM062,WONOKRIYO_BD,109.506,-7.61074,GOMBONG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  9,288 ","  63,676,059 ",45,150,310
14KBM063,JLNASIONAL3_TV,109.565772,-7.62865,KARANGANYAR,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  16,011 ","  72,919,329 ",105,225,285
14KBM076,GEMEKSEKTI_KBM_PL,109.65139,-7.6575,KEBUMEN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  16,657 ","  78,469,378 ",25,200,305
14KBM077,BUMIREJO_KBM_CM,109.65855,-7.66568,KEBUMEN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  5,595 ","  81,210,941 ",70,200,270
14KBM078,TMNWINANGUN_KBM_PL,109.6627,-7.69243,KEBUMEN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  13,135 ","  50,720,091 ",90,230,300
14KBM082,PEKUNDEN_KBM_TB,109.71284,-7.70472,KUTOWINANGUN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  33,072 ","  82,651,877 ",130,240,300
14KBM083,UNGARAN_KBM_MT,109.76283,-7.71079,KUTOWINANGUN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  23,706 ","  76,363,112 ",15,110,240
14KBM085,PEJAGOAN_KBM_TB,109.71223,-7.58831,KARANGSAMBUNG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  61,916,460 ",50,135,200
14KBM087,JELARANG_KBM_TB,109.67474,-7.64794,ALIAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  44,513,925 ",80,250,325
14KBM088,KEPEL_KBM_TB,109.58534,-7.62687,KARANGANYAR,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  72,183,689 ",110,240,320
14KBM089,WONOSIGRO_KBM_PT,109.523,-7.59202,GOMBONG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  64,215,750 ",115,220,305
14KBM090,NGENTAK_KBM_MT,109.62898,-7.70618,KLIRONG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  60,186,740 ",30,160,270
14KBM091,KENDALGROWONG_KBM_PL,109.50986,-7.61694,GOMBONG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  62,057,705 ",100,175,250
14KBM092,EMPRAK_KBM_PL,109.49021,-7.6297,KUWARASAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  45,475,879 ",90,155,340
14KBM093,GANDUSARI_KBM_TB,109.60036,-7.67953,SRUWENG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  34,375,133 ",25,135,200
14KBM094,BALUNG_KULON_KBM_CM,109.567222,-7.753056,PETANAHAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  96,581,279 ",35,120,265
14KBM095,SIDOMORO_KBM_TB,109.67764,-7.71553,BULUSPESANTREN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  50,592,460 ",25,90,165
14KBM096,PANDAIAN_KBM_TB,109.61427,-7.75395,PETANAHAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  69,467,508 ",80,220,290
14KBM097,ROWUNGUDESA_KBM_MT,109.43401,-7.63637,ROWOKELE,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  35,307,507 ",55,160,300
14KBM098,LEGOKLOR_KBM_CM,109.651021,-7.672307,PEJAGOAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  60,511,553 ",100,235,335
14KBM099,BLANGKUNANG_KBM_TB,109.42491,-7.66767,AYAH,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  30,175,279 ",50,115,280
14KBM100,TAMBAKMULYO_KBM_MT,109.48779,-7.75004,PURING,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  30,158,141 ",0,105,240
14KBM101,KLEGENREJO_KBM_PL,109.64064,-7.74499,KLIRONG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  24,682,357 ",45,150,285
14KBM102,PODOLUHUR_KBM_PS,109.69298,-7.77971,BULUSPESANTREN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  36,725,148 ",70,275,350
14KBM103,PURBOWANGI_KBM_TB,109.53334,-7.75353,PURING,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  33,157,528 ",80,230,300
14KBM104,KUWARASAN_KBM_IB,109.509,-7.66824,KUWARASAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  60,343,972 ",40,185,310
14KBM105,KWARISAN_KBM_PL,109.67115,-7.68085,KEBUMEN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  70,276,160 ",45,125,260
14KBM106,ADIKARSO_KBM_ST,109.69668,-7.683,KEBUMEN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  24,613,376 ",90,170,265
14KBM107,WIROMARTAN_KBM_MT,109.80688,-7.80373,MIRIT,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  62,725,796 ",90,180,290
14KBM108,PLEMPUKANKEMBARAN_KBM_PL,109.74809,-7.79232,AMBAL,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  54,674,773 ",45,110,300
14KBM109,KRECENG_KBM_ST,109.62265,-7.63567,SRUWENG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  76,883,291 ",195,270,355
14KBM110,WERGONAYAN_KBM_MT,109.78771,-7.77472,MIRIT,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  54,636,033 ",90,190,345
14KBM111,KALIBANGKANG_KBM_TB,109.39442,-7.68888,AYAH,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  41,262,955 ",0,150,240
14KBM112,BONJOKLOR_KBM_IB,109.802582,-7.740444,BONOROWO,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  87,146,755 ",90,220,300
14KBM113,ALFATH_KBM_PL,109.4632,-7.60653,ROWOKELE,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  50,428,822 ",20,100,200
14KBM114,SEKARTEJA_KBM_CM,109.559312,-7.653053,ADIMULYO,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  31,658,520 ",100,205,280
14KBM116,KARANGGEDANG_KBM_MT,109.58786,-7.65122,SRUWENG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  27,292,817 ",45,110,195
14KBM117,TUNGGALROSO_KBM_TB,109.78951,-7.71081,PREMBUN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  40,424,955 ",0,80,165
14KBM118,JABRES_KBM_ST,109.62188,-7.67075,SRUWENG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  86,110,338 ",70,160,250
14KBM119,KARANGTEJA_KBM_TB,109.49818,-7.73818,PURING,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  49,087,141 ",65,130,350
14KBM120,RANTEREJO_KBM_IB,109.65722,-7.72577,KLIRONG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  37,417,545 ",35,100,165
14KBM121,_SC_GERAI_KEBUMEN,109.65816,-7.66772,KEBUMEN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  23,930 ",0,NULL,NULL
14KBM123,KEPUHDUKUH_KBM_MT,109.68999,-7.73931,BULUSPESANTREN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  16,859,295 ",100,180,355
14KBM124,KEBAKALAN_KBM_TB,109.66269,-7.55798,KARANGGAYAM,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  58,934,410 ",35,100,310
14KBM125,PAGARSURU_KBM_TB,109.68094,-7.61883,ALIAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  32,098,697 ",60,135,305
14KBM126,JANGLIKULON_KBM_ST,109.7098,-7.72572,BULUSPESANTREN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  17,924,450 ",80,180,255
14KBM127,SIDOMULYORAYA_KBM_TB,109.76883,-7.73567,AMBAL,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  18,723,898 ",185,255,345
14KBM128,KALISANA_KBM_MT,109.69543,-7.558501,KARANGSAMBUNG,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  40,088,673 ",110,215,280
14KBM129,KARANGGADUNG_KBM_TB,109.58445,-7.76726,PETANAHAN,MC-KEBUMEN,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  21,459,437 ",60,280,350
14BJN001,KLAMPOK_BJN,109.432,-7.46075,PURWAREJA KLAMPOK,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  13,242 ","  55,504,965 ",0,80,220
14BJN002,BANJARNEGARA,109.697,-7.39608,BANJARNEGARA,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  6,922 ","  100,834,264 ",30,140,280
14BJN003,PURWONEGORO,109.566,-7.43061,PURWANEGARA,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  13,112 ","  72,039,018 ",40,260,340
14BJN004,MANDIRAJA_TB,109.521,-7.45348,MANDIRAJA,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  16,497 ","  126,256,083 ",50,150,240
14BJN005,DIENG_TB,109.898,-7.20539,BATUR,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  7,842 ","  43,292,963 ",90,300,20
14BJN007,BAWANG,109.651,-7.39922,BAWANG,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  20,996 ","  125,030,211 ",0,80,280
14BJN008,BANJARNEGARATM_TB,109.723,-7.39242,BANJARNEGARA,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  9,179 ","  93,268,115 ",55,220,340
14BJN009,BATURDIENG_TB,109.826,-7.20572,BATUR,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  31,388 ","  129,401,348 ",100,190,290
14BJN010,BANJARMANGU_TB,109.69,-7.35525,BANJARMANGU,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  25,304 ","  45,827,821 ",5,160,250
14BJN011,WANADADI,109.628,-7.36678,WANADADI,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  19,551 ","  86,795,083 ",60,215,305
14BJN012,KARANGKOBAR,109.738,-7.27106,KARANGKOBAR,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  27,420 ","  138,621,075 ",10,110,240
14BJN013,PAGENTAN_TB,109.81,-7.29456,PAGENTAN,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  21,560 ","  115,072,725 ",0,90,180
14BJN014,KALIBENING_TB,109.63750,-7.22022,KALIBENING,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  32,296 ","  125,037,853 ",60,180,330
14BJN015,KALIWASUH_PS,109.465,-7.45271,PURWAREJA KLAMPOK,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  14,875 ","  70,077,844 ",85,240,350
14BJN016,MERDEN_MT,109.541,-7.4694,PURWANEGARA,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  24,291 ","  117,878,156 ",50,180,320
14BJN017,BLAMBANGAN_PS,109.62746,-7.39944,BAWANG,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  12,491 ","  87,403,216 ",70,170,255
14BJN018,TALUNAMBA_PS,109.751,-7.37919,MADUKARA,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  14,035 ","  57,495,068 ",110,210,275
14BJN019,PINGIT_PS,109.527,-7.41858,RAKIT,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  18,447 ","  68,143,222 ",75,215,300
14BJN022,KRANDEGAN_CM,109.701,-7.38986,BANJARNEGARA,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  6,976 ","  27,243,816 ",100,285,350
14BJN023,ARGASOKA_ST,109.691,-7.39973,BANJARNEGARA,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  4,136 ","  35,794,754 ",0,90,230
14BJN024,GAYUNGAN_KEBO_BJN_MT,109.52597,-7.43957,RAKIT,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,  -   ,"  83,110,395 ",25,230,300
14BJN025,WANAYASA_TB,109.75144,-7.24767,WANAYASA,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  20,511 ","  109,047,241 ",0,200,300
14BJN026,PUNGGELAN,109.599,-7.34787,PUNGGELAN,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  18,936 ","  67,953,950 ",45,150,225
14BJN027,RAKIT_TB,109.57957,-7.3961,RAKIT,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  12,857 ","  48,788,717 ",60,190,280
14BJN028,RANDEGANSGLH_TB,109.817,-7.42144,SIGALUH,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  15,811 ","  54,204,612 ",0,70,270
14BJN029,PEJAWARAN,109.812,-7.24919,PEJAWARAN,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  35,750 ","  102,597,355 ",180,270,340
14BJN030,SUSUKANPWT_TB,109.388,-7.49667,SUSUKAN,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  9,418 ","  69,909,139 ",60,240,330
14BJN031,GUMIWANG_TB,109.605,-7.40679,BAWANG,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  41,493 ","  84,701,150 ",60,130,245
14BJN032,PAGEDONGAN,109.683,-7.43926,PAGEDONGAN,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  10,639 ","  98,919,575 ",60,180,300
14BJN033,ADISARA,109.478,-7.48129,MANDIRAJA,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  45,918 ","  91,898,656 ",0,80,280
14BJN034,PANDANARUMBJN_TB,109.601,-7.27328,PANDANARUM,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  17,791 ","  79,892,856 ",120,270,330
14BJN037,KALIBOJA,109.627,-7.1952,KALIBENING,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  10,708 ","  122,089,181 ",85,180,270
14BJN039,WANADRI_TB,109.60735,-7.4562,BAWANG,MC-PURBALINGGA,CW-CJA-PURWOBAMEN,BANJARNEGARA,CENTRAL JAVA,"  8,681 ","  96,275,145 ",30,210,295
