site_id,site_name,longitude,latitude,kecamatan,MICRO_CLUSTER,CLUSTER,SALES_AREA,AREA,Population Covered,Revenue,Sec 1 Azimuth,Sec 2 Azimuth,Sec 3 Azimuth
14SKA0128,JEBRES_EP,110.84500,-7.55806,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKA0129,MOJOSONGOTIMUR_MT,110.84600,-7.53956,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKA013,PTPN,110.82975,-7.5664,PASAR KLIWON,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  8,234 ","  92,405,266 ",90,190,260
14SKA0132,BANJARSARI_SKA1_TB,110.84751,-7.54667,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKA0134,BSCSURAKARTA_PL,110.84819,-7.53911,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKA0135,SINDORO2_TB,110.84921,-7.55249,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKA0138,SABRANGKULONMOJOSONGO_HS,110.85098,-7.54946,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKA0139,TMN_GENDON_PL,110.85100,-7.55706,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKA014,KPSEWU_PL,110.84255,-7.5726,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  10,599 ","  73,774,501 ",70,200,270
14SKA0142,UNS_SKA1_CM,110.85294,-7.55674,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKA0143,IN_UNIV_SEBELASMARET_MC,110.85325,-7.55703,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKA0145,MOJOSONGO3_PL,110.85410,-7.54642,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKA0146,MIPITANUNSSOLO_PL,110.85750,-7.54758,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKA0147,UNS_SKA2_EP,110.85800,-7.55395,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKA0149,KARTIKA_HS,110.86204,-7.55105,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKA015,UNS,110.85758,-7.55395,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  9,472 ","  120,288,505 ",70,180,345
14SKA0150,JEBRES1_PL,110.86611,-7.54975,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKA016,BANJARSARI,110.823,-7.54919,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  10,643 ","  111,191,398 ",65,140,220
14SKA017,YOSODIPURO,110.80267,-7.559,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  7,528 ","  64,872,443 ",85,205,350
14SKA018,BALAPAN,110.819,-7.55933,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  7,596 ","  103,317,305 ",90,180,300
14SKA021,MOJOSONGOTIMUR,110.846,-7.53956,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  13,412 ","  123,422,321 ",15,100,275
14SKA022,YOSSUDARSO,110.816,-7.5803,SERENGAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  5,372 ","  88,410,198 ",90,260,330
14SKA023,JAJAR,110.78,-7.55613,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  11,863 ","  112,913,119 ",110,180,295
14SKA028,MANGKUNEGARAN_PS,110.821,-7.56728,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  5,585 ","  41,210,321 ",75,170,300
14SKA029,PASAR_KLIWON_TIMUR_PL,110.83639,-7.58645,PASAR KLIWON,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  13,751 ","  74,627,800 ",40,110,330
14SKA030,BANJARSARI_UTARA,110.807,-7.54332,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  6,514 ","  64,236,260 ",80,230,350
14SKA035,JLMUNDU,110.79053,-7.55436,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  8,192 ","  40,056,729 ",135,250,320
14SKA036,SONDAKANBRT,110.778,-7.56781,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  4,676 ","  101,899,421 ",95,215,310
14SKA037,JLTENTARAPLJR,110.833,-7.55319,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  12,739 ","  95,392,942 ",80,200,300
14SKA038,JLNSURYO,110.844,-7.56479,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  6,560 ","  78,620,055 ",90,160,270
14SKA039,PUCANGSAWIT,110.854,-7.56459,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  12,626 ","  90,169,984 ",60,150,320
14SKA040,JAYENGAN,110.82028,-7.5817,SERENGAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  8,624 ","  57,695,236 ",25,120,220
14SKA042,PASARLEGI,110.82756,-7.55869,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  11,576 ","  87,991,202 ",60,210,300
14SKA044,_SOLOGRANDMALL,110.80745,-7.56572,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  10,844,832 ",NULL,NULL,NULL
14SKA045,_HTLQUALITYSLO,110.794,-7.55758,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  7,226 ","  47,013,655 ",100,170,240
14SKA046,PGS,110.83,-7.57336,PASAR KLIWON,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  5,274 ","  54,935,749 ",100,205,290
14SKA050,PENUMPING,110.81008,-7.56831,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  7,292 ","  57,945,488 ",90,200,280
14SKA051,MSCSOLO,110.797,-7.56336,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  10,532 ","  76,833,050 ",5,125,250
14SKA053,LARISA,110.811,-7.56111,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  6,163 ","  78,138,662 ",40,110,180
14SKA055,_SOLOPARAGON_IB,110.81,-7.56158,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  12,421,115 ",NULL,NULL,NULL
14SKA057,JEBRESUTR_TB,110.844,-7.54906,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  8,949 ","  76,394,974 ",0,120,300
14SKA058,DEPOKSLO_TB,110.813,-7.55351,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  10,888 ","  100,111,192 ",80,180,280
14SKA061,SUDIROPRAJAN,110.833,-7.5703,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  5,291 ","  25,050,346 ",20,180,295
14SKA063,JOYOTAKAN_PL,110.819,-7.59225,SERENGAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  5,712 ","  102,224,983 ",80,170,240
14SKA064,RS_MAWARDI_HTL_ASIA_PL,110.836,-7.56153,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  7,520 ","  75,238,327 ",30,150,280
14SKA065,AREA_PSR_KLIWONKP_SEWU_KN,110.831,-7.57968,PASAR KLIWON,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  7,208 ","  67,508,915 ",10,110,240
14SKA068,GONILANTMR_PL,110.77,-7.55163,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  2,253 ","  43,410,835 ",100,200,280
14SKA069,SINGOSARENNEW,110.82056,-7.57306,SERENGAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  8,656 ","  100,836,851 ",110,260,335
14SKA081,UNS_FT,110.852935,-7.556741,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  9,539 ","  35,087,952 ",60,150,300
14SKA085,BANYUANYAR_NEW,110.804,-7.55191,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  7,813 ","  55,076,591 ",50,140,275
14SKA086,KAPTENPT_CM,110.82,-7.54494,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  8,199 ","  84,575,255 ",70,150,250
14SKA087,JLKAHURIPANTM_KN,110.815,-7.5422,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  6,768 ","  58,718,152 ",80,175,340
14SKA088,JLSEMERU_CM,110.838,-7.5557,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  6,739 ","  106,754,508 ",150,235,350
14SKA089,BLEWAH_RAYA_CM,110.766,-7.54432,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  2,853 ","  92,921,685 ",125,220,340
14SKA091,TMN_GENDON_PL,110.851,-7.55706,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  5,157 ","  45,263,031 ",140,225,295
14SKA092,KADIPIRO_PL,110.828,-7.5338,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  10,817 ","  80,433,605 ",0,120,205
14SKA093,KEDUNGLUMBU_CM,110.833,-7.5746,PASAR KLIWON,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  6,908 ","  98,110,888 ",40,110,180
14SKA094,SERENGAN_BL,110.818,-7.58869,SERENGAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  5,226 ","  67,034,503 ",95,230,315
14SKA095,SIDOMUKTI4_PL,110.78629,-7.57205,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  7,205 ","  67,602,366 ",70,150,260
14SKA096,RIYADI_PALACE_PL,110.80315,-7.56511,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  73,768,511 ",130,200,280
14SKA112,BANYUANYAR_VII_SKA_PL,110.80006,-7.5358,COLOMADU,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  6,742 ","  108,987,505 ",20,105,185
14SKA113,DR_RAJIMAN_SKA_IB,110.78388,-7.56746,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  6,260 ","  65,969,065 ",14,120,240
14SKA115,JOYOSURAN_SKA_TB,110.82401,-7.59077,PASAR KLIWON,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  8,870 ","  94,025,448 ",75,225,350
14SKA117,SUTOGUNAN_SKA_PL,110.8097,-7.57514,SERENGAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  8,221 ","  85,105,024 ",90,190,270
14SKA118,GRH_PRIORITAS_SKA_ST,110.81279,-7.56722,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  3,287 ","  57,018,761 ",30,110,180
14SKA120,GETHUK_SEMAR_SKA_BL,110.824663,-7.570942,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  5,919 ","  62,390,999 ",60,150,265
14SKA124,MOJOSONGO3_SKA_PL,110.8541,-7.54642,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  7,392 ","  82,134,949 ",30,115,280
14SKA127,MANAHAN_SKA_ST,110.80776,-7.55993,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  3,922 ","  41,933,667 ",15,150,225
14SKA128,A_YANI_SKA_EM,110.799412,-7.554943,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  4,362 ","  84,434,355 ",0,150,220
14SKA130,SEMANGGI_SKA_IF,110.83165,-7.58521,PASAR KLIWON,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  6,063 ","  91,990,218 ",10,160,250
14SKA132,SUMPAH_PEMUDA_SKA_PL,110.84123,-7.54359,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  5,233 ","  46,742,982 ",20,110,240
14SKA134,MOJOSONGO2_SKA_ST,110.83711,-7.54017,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  3,942 ","  52,294,486 ",0,70,270
14SKA142,SINDORO2_SKA_TB,110.84921,-7.55249,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  5,109 ","  77,511,605 ",75,225,350
14SKA150,NEW_PSR_KLEWER,110.827,-7.576,PASAR KLIWON,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  38,942,215 ",30,100,NULL
14SKA159,MUNDU_RAYA_SKA_PL,110.79446,-7.55354,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  57,405,912 ",65,170,310
14SKA160,JL_PETIR_SKA_BL,110.84951,-7.5618,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  75,971,417 ",25,175,275
14SKA161,GRAND_SETIAKAWAN_SKA_PL,110.81533,-7.54988,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  89,474,905 ",60,170,295
14SKA162,SETABELAN_SKA_BL,110.828598,-7.563082,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  61,696,790 ",90,210,280
14SKA164,SUNGAI_SERANG_SKA_BL,110.8342,-7.59074,PASAR KLIWON,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  67,307,737 ",65,185,330
14SKA165,MOJOSONGO_SKA_PL,110.83898,-7.54976,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  78,989,503 ",140,270,340
14SKA166,HASTA_RASA_SKA_BL,110.839506,-7.568435,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  77,422,609 ",95,190,315
14SKA169,5L_CARANGAN_SKA_PL,110.82858,-7.582,PASAR KLIWON,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  54,779,559 ",65,135,300
14SKA171,BADRAN123_SKA_BL,110.85244,-7.56919,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  41,389,285 ",70,270,335
14SKA172,BUJUM_SKA_GH,110.82668,-7.54398,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  74,293,924 ",30,165,245
14SKA173,SOLORAYA_SKA_TB,110.82218,-7.53987,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  84,107,575 ",15,160,295
14SKA174,KOL_SUTARTO_SKA_CM,110.84008,-7.56025,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  71,602,854 ",15,110,180
14SKA175,MENTRI_SKA_TB,110.78751,-7.55673,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  91,264,138 ",310,140,210
14SKA176,_SC_GERAI_MEGASTORE_GATOT_SUBROTO_SOLO,110.821,-7.5736,SERENGAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  155,020 ",0,NULL,NULL
14SKA177,TEMP_SHOOTER_ALILA,110.78625,-7.55832,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,60,NULL,NULL
14SKA180,NUSUKAN_SKA_PL,110.82891,-7.55130,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  30,537,903 ",10,180,250
14SKA181,SIBELAUTARA_SKA_PL,110.87317,-7.53136,GONDANGREJO,MC-KARANGANYAR,CW-CJA-SRAKAGIRI,SOLO OUTER,CENTRAL JAVA,  -   ,"  35,759,424 ",25,130,295
14SKA182,MOJOSONGO_SKA_PL,110.83955,-7.53640,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  49,254,546 ",40,105,315
14SKA186,MANUNGGAL1_SKA_PL,110.83311,-7.53842,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  33,672,292 ",0,65,285
14SKA187,CIREMAIRAYA_SKA_PL,110.77760,-7.55355,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  44,912,441 ",105,250,330
14SKA190,PUCANGSAWIT_SKA_TB,110.84801,-7.56884,JEBRES,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  103,193,230 ",40,160,275
14SKA191,KETELAN_SKA_MT,110.82267,-7.56232,BANJARSARI,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,15,140,250
14SKA197,TIRTO_TEJO_SKA_TB,110.79008,-7.56749,LAWEYAN,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  56,157,932 ",95,160,340
14SKH0005,KONDANG_WAREG_IB,110.72318,-7.54576,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0007,JLKEBONBARU_CM,110.72800,-7.55559,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0008,WIROGUNAN_EP,110.72900,-7.54064,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0009,WIRAGUNANSURAKARTA_PL,110.73056,-7.54636,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0010,MI_PUCANGANSUKOHARJO_MT,110.73230,-7.55362,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0012,SUKOHARJO_SKH_PL,110.73443,-7.55027,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0013,KARTOSURO_SKH2_EP,110.73500,-7.54689,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0015,LAHAN_JOKO_ST,110.73657,-7.55681,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH002,PAJANG,110.75991,-7.56465,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  4,450 ","  122,142,994 ",0,110,255
14SKH0020,KARTOSURO_PASAR_CM,110.74200,-7.55217,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0021,SLAMETRIYADIKTS1_PL,110.74280,-7.55552,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0022,SINGOPURAN_SKH_IB,110.74370,-7.54832,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0029,SINGOPURAN_KARTOSURO_HS,110.74870,-7.55171,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0032,GEMBONGAN_SKH_EP,110.75300,-7.55789,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0041,KIDULWARUNG_HS,110.76007,-7.55514,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0042,GONILAN_EP,110.76100,-7.54921,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0045,UMS_IB,110.76300,-7.55640,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0046,LORINNMAKRO2_TB,110.76357,-7.54472,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0050,KARTOSURO_SKH1_HS,110.76650,-7.54761,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0057,I2_RSYARSISSURAKARTA_MC,110.77090,-7.55852,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH0058,RSYASIS_PL,110.77094,-7.55845,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,  -   ,NULL,NULL,NULL
14SKH020,GEBYOG_RT,110.744,-7.57463,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  4,455 ","  90,018,682 ",0,105,215
14SKH026,UMS_IB,110.7634,-7.5564,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  3,535 ","  107,598,974 ",60,160,300
14SKH036,GONILAN,110.761,-7.54921,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  3,501 ","  71,648,434 ",110,240,345
14SKH038,NGEMPLAKSLO,110.74142,-7.566792,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  6,564 ","  126,729,039 ",50,215,340
14SKH052,GEMBONGAN,110.753,-7.55789,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  4,848 ","  81,326,668 ",100,170,270
14SKH065,KARTOSURO_PASAR,110.74225,-7.55217,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  3,630 ","  60,033,550 ",100,170,240
14SKH071,WIDOREJO_PL,110.774,-7.56148,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  4,506 ","  58,814,297 ",25,90,220
14SKH072,SINGOPURAN_MT,110.754,-7.54401,COLOMADU,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  2,824 ","  49,713,776 ",70,190,360
14SKH111,RS_YASIS_SKH_PL,110.77094,-7.55845,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  2,177 ","  69,544,439 ",55,250,325
14SKH113,GUMPANG_SKH_TB,110.75178,-7.56775,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  5,263 ","  86,889,853 ",110,220,330
14SKH115,LAHAN_JOKO_SKH_ST,110.73657,-7.55681,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  3,754 ","  99,884,311 ",80,150,355
14SKH116,SINGOPURAN_SKH_IB,110.7437,-7.54832,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  2,822 ","  91,109,815 ",90,210,320
14SKH129,SINGOPURAN2_SKH_MT,110.75043,-7.55192,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  3,352 ","  58,615,695 ",110,190,350
14SKH153,A_YANI2_SKH_PL,110.73747,-7.55079,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  2,802 ","  71,681,921 ",45,150,270
14SKH156,KOPASSUS_SKH_TB,110.72705,-7.56649,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,"  5,265 ","  77,953,894 ",55,125,200
14SKH171,KONDANG_WAREG_SKH_IB,110.72318,-7.54576,KARTASURA,MC-SOLO,CW-CJA-SOLOSUKO,SOLO INNER,CENTRAL JAVA,  -   ,"  71,644,696 ",105,270,340
